1.861111111111111299e-02,0.000000000000000000e+00,-3.919597989949746841e-02
1.853868630101645695e-02,1.640294797476434105e-03,-3.919597989949746841e-02
1.832197555047046511e-02,3.267823238500828457e-03,-3.919597989949746841e-02
1.796266551158756664e-02,4.869918326722334073e-03,-3.919597989949746841e-02
1.746355268170485253e-02,6.434111012676328040e-03,-3.919597989949746841e-02
1.682852163834208659e-02,7.948227239955824724e-03,-3.919597989949746841e-02
1.606251480567213313e-02,9.400482695462347368e-03,-3.919597989949746841e-02
1.517149398780826691e-02,1.077957452629838865e-02,-3.919597989949746841e-02
1.416239396829338006e-02,1.207476930947216226e-02,-3.919597989949746841e-02
1.304306853692471270e-02,1.327598658974948539e-02,-3.919597989949746841e-02
1.182222936398535755e-02,1.437387733548070416e-02,-3.919597989949746841e-02
1.050937819762225688e-02,1.535989670178369154e-02,-3.919597989949746841e-02
9.114732912076090390e-03,1.622637053476964214e-02,-3.919597989949746841e-02
7.649147982327117457e-03,1.696655509921164012e-02,-3.919597989949746841e-02
6.124030004099888756e-03,1.757468956479766101e-02,-3.919597989949746841e-02
4.551248916731787629e-03,1.804604084246933318e-02,-3.919597989949746841e-02
2.943045619854547934e-03,1.837694042188683929e-02,-3.919597989949746841e-02
1.311936702904944844e-03,1.856481292331529226e-02,-3.919597989949746841e-02
-3.293829710485701918e-04,1.860819614171418598e-02,-3.919597989949746841e-02
-1.968139068976530910e-03,1.850675242702759515e-02,-3.919597989949746841e-02
-3.591577210071129640e-03,1.826127131210259283e-02,-3.919597989949746841e-02
-5.187062232641342918e-03,1.787366336778303810e-02,-3.919597989949746841e-02
-6.742176533129953277e-03,1.734694533300417188e-02,-3.919597989949746841e-02
-8.244816711883297400e-03,1.668521663562009053e-02,-3.919597989949746841e-02
-9.683287773483080160e-03,1.589362748670159961e-02,-3.919597989949746841e-02
-1.104639414848252420e-02,1.497833879662542958e-02,-3.919597989949746841e-02
-1.232352682812781590e-02,1.394647422492643896e-02,-3.919597989949746841e-02
-1.350474593389834436e-02,1.280606473710716939e-02,-3.919597989949746841e-02
-1.458085807923002394e-02,1.156598609991712177e-02,-3.919597989949746841e-02
-1.554348792131815017e-02,1.023588980157369085e-02,-3.919597989949746841e-02
-1.638514334611445092e-02,8.826127934570450126e-03,-3.919597989949746841e-02
-1.709927377918604025e-02,7.347672625707019588e-03,-3.919597989949746841e-02
-1.768032116860477829e-02,5.812030640413833223e-03,-3.919597989949746841e-02
-1.812376324306902778e-02,4.231153826003440643e-03,-3.919597989949746841e-02
-1.842614870858141907e-02,2.617346090865102330e-03,-3.919597989949746841e-02
-1.858512410974809403e-02,9.831676435805346368e-04,-3.919597989949746841e-02
-1.859945214663886320e-02,-6.586627627356563897e-04,-3.919597989949746841e-02
-1.846902130464886035e-02,-2.295366820042064274e-03,-3.919597989949746841e-02
-1.819484672241276912e-02,-3.914206118490545436e-03,-3.919597989949746841e-02
-1.777906229101669164e-02,-5.502581289019896869e-03,-3.919597989949746841e-02
-1.722490404599922101e-02,-7.048130063800124578e-03,-3.919597989949746841e-02
-1.653668498140119930e-02,-8.538823491326162987e-03,-3.919597989949746841e-02
-1.571976148188546779e-02,-9.963059557322413717e-03,-3.919597989949746841e-02
-1.478049163418431074e-02,-1.130975348280991929e-02,-3.919597989949746841e-02
-1.372618574233506333e-02,-1.256842399654949267e-02,-3.919597989949746841e-02
-1.256504943184207079e-02,-1.372927491040545553e-02,-3.919597989949746841e-02
-1.130611978558333959e-02,-1.478327136273174282e-02,-3.919597989949746841e-02
-9.959195008513818670e-03,-1.572221013638085835e-02,-3.919597989949746841e-02
-8.534758168582371948e-03,-1.653878350405313391e-02,-3.919597989949746841e-02
-7.043895607384423677e-03,-1.722663610408003976e-02,-3.919597989949746841e-02
-5.498210655556955845e-03,-1.778041440397955253e-02,-3.919597989949746841e-02
-3.909733324466161709e-03,-1.819580836681026006e-02,-3.919597989949746841e-02
-2.290826677054108237e-03,-1.846958499603661152e-02,-3.919597989949746841e-02
-6.540906065565608041e-04,-1.859961349782672177e-02,-3.919597989949746841e-02
9.877362280207597350e-04,-1.858488186494546696e-02,-3.919597989949746841e-02
2.621875546435156312e-03,-1.842550475317104863e-02,-3.919597989949746841e-02
4.235608900110702200e-03,-1.812272258893311491e-02,-3.919597989949746841e-02
5.816376659373912947e-03,-1.767889191511769903e-02,-3.919597989949746841e-02
7.351875764607917682e-03,-1.709746705017717652e-02,-3.919597989949746841e-02
8.830155480530626697e-03,-1.638297320329184029e-02,-3.919597989949746841e-02
1.023971040834522131e-02,-1.554097125482671073e-02,-3.919597989949746841e-02
1.156957003185249584e-02,-1.457801447619613833e-02,-3.919597989949746841e-02
1.280938410059077187e-02,-1.350159752598394797e-02,-3.919597989949746841e-02
1.394950318546956183e-02,-1.232009811928046379e-02,-3.919597989949746841e-02
1.498105377993519741e-02,-1.104271182422202416e-02,-3.919597989949746841e-02
1.589600736215883089e-02,-9.679380493209044367e-03,-3.919597989949746841e-02
1.668724288073819562e-02,-8.240714885820040261e-03,-3.919597989949746841e-02
1.734860217758898634e-02,-6.737912085644794623e-03,-3.919597989949746841e-02
1.787493791667169041e-02,-5.182668353778407261e-03,-3.919597989949746841e-02
1.826215364552612880e-02,-3.587088097234331693e-03,-3.919597989949746841e-02
1.850723567781614731e-02,-1.963589660772481395e-03,-3.919597989949746841e-02
2.129629629629629928e-02,0.000000000000000000e+00,-3.718592964824118940e-02
2.121342213549147135e-02,1.876954245868556539e-03,-3.718592964824118940e-02
2.096544465974232302e-02,3.739300223160152339e-03,-3.718592964824118940e-02
2.055429386898080177e-02,5.572543358936004297e-03,-3.718592964824118940e-02
1.998316973528416196e-02,7.362415586644554741e-03,-3.718592964824118940e-02
1.925651729760537167e-02,9.094986393979301656e-03,-3.718592964824118940e-02
1.837999206619199410e-02,1.075677124356387918e-02,-3.718592964824118940e-02
1.736041600594975809e-02,1.233483652262999664e-02,-3.718592964824118940e-02
1.620572444133073359e-02,1.381690020486864463e-02,-3.718592964824118940e-02
1.492490429598350259e-02,1.519142744100687552e-02,-3.718592964824118940e-02
1.352792414784394215e-02,1.644772033413215151e-02,-3.718592964824118940e-02
1.202565664404536827e-02,1.757600120104601399e-02,-3.718592964824118940e-02
1.042979387949005514e-02,1.856748867162695549e-02,-3.718592964824118940e-02
8.752756397687747741e-03,1.941446603392376832e-02,-3.718592964824118940e-02
7.007596522104350689e-03,2.011034129305205170e-02,-3.718592964824118940e-02
5.207896770389608063e-03,2.064969847645744747e-02,-3.718592964824118940e-02
3.367664142122119876e-03,2.102833978623867145e-02,-3.718592964824118940e-02
1.501221102826553761e-03,2.124331827046028326e-02,-3.718592964824118940e-02
-3.769058872695081608e-04,2.129296075917543746e-02,-3.718592964824118940e-02
-2.252099432162199717e-03,2.117688088664848936e-02,-3.718592964824118940e-02
-4.109764966748059335e-03,2.089598209842585472e-02,-3.718592964824118940e-02
-5.935444345808502283e-03,2.045245061985124027e-02,-3.718592964824118940e-02
-7.714928371243230838e-03,1.984973844075104549e-02,-3.718592964824118940e-02
-9.434367381757007009e-03,1.909253644871950623e-02,-3.718592964824118940e-02
-1.108037904428412282e-02,1.818673792010630855e-02,-3.718592964824118940e-02
-1.264015250821383385e-02,1.713939265285497129e-02,-3.718592964824118940e-02
-1.410154811178804778e-02,1.595865209817453126e-02,-3.718592964824118940e-02
-1.545319186465979669e-02,1.465370591808283149e-02,-3.718592964824118940e-02
-1.668456397125823651e-02,1.323471046259173250e-02,-3.718592964824118940e-02
-1.778608070598594257e-02,1.171270972319377567e-02,-3.718592964824118940e-02
-1.874916900301653797e-02,1.009954937786668519e-02,-3.718592964824118940e-02
-1.956633318016313267e-02,8.407784596580172159e-03,-3.718592964824118940e-02
-2.023121327750795895e-02,6.650582324851650289e-03,-3.718592964824118940e-02
-2.073863455674565537e-02,4.841618805874583868e-03,-3.718592964824118940e-02
-2.108464777598869147e-02,2.994973138800863764e-03,-3.718592964824118940e-02
-2.126655992657741981e-02,1.125017701609567176e-03,-3.718592964824118940e-02
-2.128295519267133645e-02,-7.536937086029899197e-04,-3.718592964824118940e-02
-2.113370597049372274e-02,-2.626539147311815307e-03,-3.718592964824118940e-02
-2.081997386146735088e-02,-4.478942324640923164e-03,-3.718592964824118940e-02
